data,callsign,departure,arrivee,TTOT,TLDT,ATOT,ALDT,Type,Wingspan,Airline,QFU,Parking,registration,changing times,remote numbers,delay,start_taxi_time
20190807,GCR6491,ZHNY,ZBTJ,51000,57300,52500,57540,E190,28.72,TianjinAirlines,16R,211,B3163,,,,57420
20190807,CCA1673,ZBTJ,ZSHC,57900,64500,60120,65700,B737,35.8,AirChina,16R,108,B5585,,,,57420
20190807,GCR7581,ZLXY,ZBTJ,49800,56400,51360,57600,E190,28.72,TianjinAirlines,16R,210,B3123,,,,57480
220190807,NEWGCR6491,Default,ZBTJ,51120,57420,52620,57660,E190,28.72,TianjinAirlines,16R,213,NEWB3163,,,120.0,57540
20190807,CSC8127,ZBTJ,ZGDY,58200,67200,62520,69960,A321,34.1,SichuanAirlines,16R,111,B1677,,,,57720
20190807,CSC8568,ZLLL,ZBTJ,51000,58500,50940,57960,A321,34.1,SichuanAirlines,16R,110,B6920,,,,57840
220190807,NEWCCA1401,ZBTJ,Default,58400,70300,60540,71700,B738,35.8,AirChina,16R,107,NEWB1219,,,0.0,57920
20190807,CCA1401,ZBTJ,ZPPP,58400,70300,60540,71700,B738,35.8,AirChina,16R,109,B1219,,,,57920
20190807,GCR7978,RJBB,ZBTJ,44400,55200,49800,58320,A333,60.3,TianjinAirlines,16R,212,B302D,,,,58200
220190807,NEWGCR7978,Default,ZBTJ,44490,55290,49890,58410,A333,60.3,TianjinAirlines,16R,418,NEWB302D,,,90.0,58290
20190807,GCR6512,ZBTJ,ZHHH,58800,65700,61680,67200,A320,34.1,TianjinAirlines,16R,208,B6837,,,,58320
220190807,NEWGCR6512,ZBTJ,Default,58800,65700,61680,67200,A320,34.1,TianjinAirlines,16R,209,NEWB6837,,,0.0,58320
20190807,CSN6580,ZUCK,ZBTJ,47700,56700,51000,58680,A320,34.1,ChinaSouthernAirlines,16R,220,B6896,,,,58560
220190807,NEWCSN6580,Default,ZBTJ,47760,56760,51060,58740,A320,34.1,ChinaSouthernAirlines,16R,221,NEWB6896,,,60.0,58620
20190807,CHH7797,ZSCN,ZBTJ,50100,58800,52020,58800,B738,35.8,HainanAirlines,16R,213,B5798,,,,58680
220190807,NEWCHH7797,Default,ZBTJ,50160,58860,52080,58860,B738,35.8,HainanAirlines,16R,209,NEWB5798,,,60.0,58740
220190807,NEWCCA1527,ZBTJ,Default,59400,66900,64440,69720,B738,35.8,AirChina,16R,107,NEWB1418,,,0.0,58920
20190807,CCA1527,ZBTJ,ZSSS,59400,66900,64440,69720,B738,35.8,AirChina,16R,108,B1418,,,,58920
20190807,CCA1372,ZGSZ,ZBTJ,42900,54900,49320,59100,B737,35.8,AirChina,16R,201,B5793,,,,58980
220190807,NEWCCA1372,Default,ZBTJ,42960,54960,49380,59160,B737,35.8,AirChina,16R,117,NEWB5793,,,60.0,59040
20190807,EPA6246,ZBTJ,ZGCJ,59700,69600,65460,73800,B738,35.8,DONGHAIAIR,16R,208,B1770,,,,59220
20190807,SJO254,ZBTJ,RJAA,59700,71700,64560,0,B738,35.8,SpringJapan,16R,101,JA03GR,,,,59220
20190807,GCR7581,ZBTJ,ZBXH,59700,65400,60960,64500,E190,28.72,TianjinAirlines,16R,210,B3123,,,,59220
20190807,CXA8314,ZGGG,ZBTJ,45300,56700,50580,59340,B738,35.8,XiamenAirlines,16R,226,B6482,,,,59220
220190807,NEWCXA8314,Default,ZBTJ,45360,56760,50640,59400,B738,35.8,XiamenAirlines,16R,225,NEWB6482,,,60.0,59280
20190807,CUA2215,ZBTJ,ZSPD,60000,66000,61440,67380,B738,35.8,LIANHANG,16R,114,B7372,,,,59520
20190807,GCR7898,ZUCK,ZBTJ,47700,57000,51780,59640,A20N,35.8,TianjinAirlines,16R,211,B8776,,,,59520
220190807,NEWGCR7898,Default,ZBTJ,47760,57060,51840,59700,A20N,35.8,TianjinAirlines,16R,214,NEWB8776,,,60.0,59580
20190807,CCA104,VHHH,ZBTJ,46200,58500,50220,59760,B738,35.8,AirChina,16R,202,B6499,,,,59640
220190807,NEWCCA104,Default,ZBTJ,46260,58560,50280,59820,B738,35.8,AirChina,16R,203,NEWB6499,,,60.0,59700
20190807,SJO253,RJAA,ZBTJ,42900,56100,48660,59880,B738,35.8,SpringJapan,16R,103,JA05GR,,,,59760
220190807,NEWCSN6580,ZBTJ,Default,60300,64200,62880,65400,A320,34.1,ChinaSouthernAirlines,16R,217,NEWB6896,,,0.0,59820
20190807,CSN6580,ZBTJ,ZYTL,60300,64200,62880,65400,A320,34.1,ChinaSouthernAirlines,16R,220,B6896,,,,59820
20190807,CSN3694,ZBTJ,ZGHA,60300,69600,69000,75960,A321,34.1,ChinaSouthernAirlines,16R,217,B6252,,,,59820
220190807,NEWCSN3694,ZBTJ,Default,60300,69600,69000,75960,A321,34.1,ChinaSouthernAirlines,16R,220,NEWB6252,,,0.0,59820
20190807,GCR7856,ZPPP,ZBTJ,47700,59100,48600,60060,A332,60.3,TianjinAirlines,16R,212,B8659,,,,59940
220190807,NEWGCR7856,Default,ZBTJ,47790,59190,48690,60150,A332,60.3,TianjinAirlines,16R,418,NEWB8659,,,90.0,60030
20190807,CCA8226,ZBTJ,ZHHH,60600,67800,62160,67860,A320,34.1,AirChina,16R,107,B6606,,,,60120
220190807,NEWDKH1136,ZBTJ,Default,60600,68400,61740,67440,A320,34.1,ShanghaiJuneyaoAirlines,16R,113,NEWB1006,,,0.0,60120
20190807,DKH1136,ZBTJ,ZSSS,60600,68400,61740,67440,A320,34.1,ShanghaiJuneyaoAirlines,16R,110,B1006,,,,60120
20190807,GCR7704,ZGKL,ZBTJ,43200,52800,50760,60300,E190,28.72,TianjinAirlines,16R,213,B3212,,,,60180
220190807,NEWCXA8551,ZBTJ,Default,60900,68400,63180,68760,B738,35.8,XiamenAirlines,16R,226,NEWB6482,,,0.0,60420
220190807,NEWGCR6492,ZBTJ,Default,60900,67500,63060,68220,E190,28.72,TianjinAirlines,16R,212,NEWB3163,,,0.0,60420
20190807,GCR6492,ZBTJ,ZHNY,60900,67500,63060,68220,E190,28.72,TianjinAirlines,16R,208,B3163,,,,60420
20190807,CXA8551,ZBTJ,ZSSS,60900,68400,63180,68760,B738,35.8,XiamenAirlines,16R,225,B6482,,,,60420
20190807,CXA8175,ZSHC,ZBTJ,53400,61800,54600,60780,B738,35.8,XiamenAirlines,16R,227,B7823,,,,60660
220190807,NEWCSZ8750,ZBTJ,Default,61200,67800,69120,73680,A320,34.1,ShenzhenAirlines,16R,108,NEWB6565,,,0.0,60720
20190807,CSZ8750,ZBTJ,ZSOF,61200,67800,69120,73680,A320,34.1,ShenzhenAirlines,16R,107,B6565,,,,60720
20190807,CCA8356,ZSWZ,ZBTJ,54300,63000,54000,60900,B737,35.8,AirChina,16R,117,B8493,,,,60780
220190807,NEWCCA8356,Default,ZBTJ,54360,63060,54060,60960,B737,35.8,AirChina,16R,201,NEWB8493,,,60.0,60840
20190807,GCR7816,ZSQD,ZBTJ,56700,61500,57600,61020,E190,28.72,TianjinAirlines,16R,211,B3119,,,,60900
220190807,NEWGCR7816,Default,ZBTJ,56760,61560,57660,61080,E190,28.72,TianjinAirlines,16R,214,NEWB3119,,,60.0,60960
20190807,CCA1418,ZUGY,ZBTJ,47700,57900,51780,61140,B738,35.8,AirChina,16R,202,B5849,,,,61020
220190807,NEWGCR7925,ZBTJ,Default,61500,70800,63480,71700,A20N,35.8,TianjinAirlines,16R,211,NEWB8381,,,0.0,61020
20190807,GCR7925,ZBTJ,ZUCK,61500,70800,63480,71700,A20N,35.8,TianjinAirlines,16R,209,B8381,,,,61020
220190807,NEWCCA1418,Default,ZBTJ,47760,57960,51840,61200,B738,35.8,AirChina,16R,203,NEWB5849,,,60.0,61080
220190807,NEWCSC8355,ZBTJ,Default,61800,71700,63660,72840,A321,34.1,SichuanAirlines,16R,113,NEWB6839,,,0.0,61320
20190807,CSC8355,ZBTJ,ZGOW,61800,71700,63660,72840,A321,34.1,SichuanAirlines,16R,110,B6839,,,,61320
20190807,CSH9064,ZBTJ,ZSSS,62100,69300,64080,69600,B737,35.8,ShanghaiAirlines,16R,218,B5722,,,,61620
220190807,NEWGCR7837,ZBTJ,Default,62100,66300,62280,65700,E190,28.72,TianjinAirlines,16R,205,NEWB3108,,,0.0,61620
20190807,GCR7837,ZBTJ,ZBDT,62100,66300,62280,65700,E190,28.72,TianjinAirlines,16R,210,B3108,,,,61620
20190807,EPA6245,ZGCJ,ZBTJ,46800,56100,53460,61740,B738,35.8,DONGHAIAIR,16R,213,B1770,,,,61620
20190807,CSC8568,ZBTJ,ZYHB,62340,69300,62460,68160,A321,34.1,SichuanAirlines,16R,112,B6920,,,,61860
20190807,CCA1771,ZSHC,ZBTJ,55200,63000,56160,62040,A319,34.09,AirChina,16R,201,B6733,,,,61920
220190807,NEWCCA1771,Default,ZBTJ,55260,63060,56220,62100,A319,34.09,AirChina,16R,202,NEWB6733,,,60.0,61980
20190807,TBA9907,ZUCK,ZBTJ,49800,59400,53760,62220,A319,34.09,TIBET,16R,112,B6481,,,,62100
20190807,CXA8028,ZYHB,ZBTJ,54900,62700,56040,62280,B738,35.8,XiamenAirlines,16R,228,B7826,,,,62160
220190807,NEWCXA8028,Default,ZBTJ,54960,62760,56100,62340,B738,35.8,XiamenAirlines,16R,227,NEWB7826,,,60.0,62220
20190807,OKA2991,ZBTJ,ZGHA,62700,71100,69900,77460,B738,35.8,OkayAirways,16R,224,B5843,,,,62220
20190807,CXA8475,ZBTJ,ZUGY,62700,73200,67620,77280,B738,35.8,XiamenAirlines,16R,225,B1913,,,,62220
220190807,NEWTBA9907,Default,ZBTJ,49980,59580,53940,62400,A319,34.09,TIBET,16R,111,NEWB6481,,,180.0,62280
20190807,CSN3693,ZGHA,ZBTJ,48000,56700,55620,62760,A321,34.1,ChinaSouthernAirlines,16R,221,B6252,,,,62640
220190807,NEWCSN3693,Default,ZBTJ,48060,56760,55680,62820,A321,34.1,ChinaSouthernAirlines,16R,220,NEWB6252,,,60.0,62700
220190807,NEWCCA1251,ZBTJ,Default,63300,70500,67200,73080,B738,35.8,AirChina,16R,107,NEWB5793,,,0.0,62820
20190807,GCR7890,ZSAM,ZBTJ,48000,57900,53820,62940,E190,28.72,TianjinAirlines,16R,213,B1030,,,,62820
20190807,CCA1251,ZBTJ,ZLXY,63300,70500,67200,73080,B738,35.8,AirChina,16R,117,B5793,,,,62820
20190807,CES2370,ZBCF,ZBTJ,59400,63900,59700,63060,A20N,35.8,ChinaEasternAirlines,16R,215,B1211,,,,62940
220190807,NEWCES2370,Default,ZBTJ,59460,63960,59760,63120,A20N,35.8,ChinaEasternAirlines,16R,219,NEWB1211,,,60.0,63000
20190807,CCA1259,ZBTJ,ZUGY,63500,72600,65760,75720,B738,35.8,AirChina,16R,108,B5849,,,,63020
220190807,NEWCCA1259,ZBTJ,Default,63500,72600,65760,75720,B738,35.8,AirChina,16R,107,NEWB5849,,,0.0,63020
20190807,CSN3168,ZHHH,ZBTJ,57900,64500,57840,63180,B738,35.8,ChinaSouthernAirlines,16R,222,B1411,,,,63060
220190807,NEWCHH7798,ZBTJ,Default,63600,71100,65100,71640,B738,35.8,HainanAirlines,16R,212,NEWB5798,,,0.0,63120
220190807,NEWGCR7885,ZBTJ,Default,63600,75300,68220,78420,A332,60.3,TianjinAirlines,16R,415,NEWB8659,,,0.0,63120
20190807,CHH7798,ZBTJ,ZSCN,63600,71100,65100,71640,B738,35.8,HainanAirlines,16R,211,B5798,,,,63120
20190807,GCR7885,ZBTJ,ZGSZ,63600,75300,68220,78420,A332,60.3,TianjinAirlines,16R,416,B8659,,,,63120
20190807,CXA8133,ZSAM,ZBTJ,42600,52800,55020,63420,B738,35.8,XiamenAirlines,16R,225,B1913,,,,63300
220190807,NEWGCR7861,ZBTJ,Default,63900,76500,66120,77400,A320,34.1,TianjinAirlines,16R,206,NEWB8776,,,0.0,63420
20190807,CCA8361,ZBTJ,ZGSZ,63900,75900,70920,81120,B738,35.8,AirChina,16R,107,B7182,,,,63420
20190807,GCR7861,ZBTJ,ZPPP,63900,76500,66120,77400,A320,34.1,TianjinAirlines,16R,210,B8776,,,,63420
20190807,CCA1395,ZBTJ,ZGGG,64200,75900,64680,75060,B738,35.8,AirChina,16R,203,B6499,,,,63720
220190807,NEWGCR7867,ZBTJ,Default,64200,70800,66300,71160,E190,28.72,TianjinAirlines,16R,205,NEWB3119,,,0.0,63720
20190807,GCR7867,ZBTJ,ZSYA,64200,70800,66300,71160,E190,28.72,TianjinAirlines,16R,209,B3119,,,,63720
220190807,NEWCCA1395,ZBTJ,Default,64200,75900,64680,75060,B738,35.8,AirChina,16R,109,NEWB6499,,,0.0,63720
20190807,GCR7916,ZBCF,ZBTJ,56100,60600,60960,64140,E190,28.72,TianjinAirlines,16R,213,B3167,,,,64020
20190807,HXA2906,ZLTS,ZBTJ,57600,64500,57720,64440,CRJ9,23.2,Chinaexpressair,16R,602,B3382,,,,64320
220190807,NEWHXA2906,Default,ZBTJ,57660,64560,57780,64500,CRJ9,23.2,Chinaexpressair,16R,601,NEWB3382,,,60.0,64380
20190807,CXA8332,ZHHH,ZBTJ,59700,67200,59280,64860,B738,35.8,XiamenAirlines,16R,225,B6818,,,,64740
20190807,GCR7972,RJCC,ZBTJ,47400,61800,53100,64980,A320,34.1,TianjinAirlines,16R,211,B8062,,,,64860
20190807,GCR7853,ZBTJ,ZSHC,65400,70800,67800,73860,E190,28.72,TianjinAirlines,16R,209,B1030,,,,64920
20190807,CCA1620,ZGSD,ZBTJ,46800,57300,53820,65100,B738,35.8,AirChina,16R,203,B5621,,,,64980
20190807,CSZ8749,ZSOF,ZBTJ,50400,57600,60000,65100,A320,34.1,ShenzhenAirlines,16R,202,B6565,,,,64980
220190807,NEWCSZ8749,Default,ZBTJ,50460,57660,60060,65160,A320,34.1,ShenzhenAirlines,16R,201,NEWB6565,,,60.0,65040
220190807,NEWTBA9908,ZBTJ,Default,66000,76500,70500,79140,A319,34.09,TIBET,16R,111,NEWB6481,,,0.0,65520
220190807,NEWGCR7887,ZBTJ,Default,66000,76500,69300,78000,A332,60.3,TianjinAirlines,16R,212,NEWB302D,,,0.0,65520
20190807,CXA8210,ZLLL,ZBTJ,58500,66600,58800,65640,B738,35.8,XiamenAirlines,16R,227,B5382,,,,65520
20190807,GCR7887,ZBTJ,ZUUU,66000,76500,69300,78000,A332,60.3,TianjinAirlines,16R,414,B302D,,,,65520
20190807,TBA9908,ZBTJ,ZUCK,66000,76500,70500,79140,A319,34.09,TIBET,16R,110,B6481,,,,65520
220190807,NEWCXA8210,Default,ZBTJ,58560,66660,58860,65700,B738,35.8,XiamenAirlines,16R,226,NEWB5382,,,60.0,65580
20190807,OKA2852,ZUUU,ZBTJ,57300,66300,57600,65820,B739,34.3,OkayAirways,16R,223,B1337,,,,65700
20190807,CXA8146,ZBTJ,ZSFZ,66240,75000,75420,83400,B738,35.8,XiamenAirlines,16R,227,B1302,,,,65760
220190807,NEWCXA8146,ZBTJ,Default,66240,75000,75420,83400,B738,35.8,XiamenAirlines,16R,226,NEWB1302,,,0.0,65760
20190807,OKA2992,ZGHA,ZBTJ,50700,59100,59160,66000,B738,35.8,OkayAirways,16R,222,B5843,,,,65880
20190807,CCA802,RKSI,ZBTJ,60000,66300,61320,66120,B738,35.8,AirChina,16R,201,B1526,,,,66000
220190807,NEWCCA1772,ZBTJ,Default,66600,73800,67320,73080,A319,34.09,AirChina,16R,108,NEWB6733,,,0.0,66120
20190807,CCA1772,ZBTJ,ZSHC,66600,73800,67320,73080,A319,34.09,AirChina,16R,109,B6733,,,,66120
20190807,CXA8239,ZBTJ,ZLXY,66600,74100,71640,77940,B738,35.8,XiamenAirlines,16R,227,B7823,,,,66120
20190807,UEA2776,ZBUL,ZBTJ,56700,63600,61500,66300,A320,34.1,ChengduAirlines,16R,112,B8607,,,,66180
220190807,NEWUEA2776,Default,ZBTJ,56760,63660,61560,66360,A320,34.1,ChengduAirlines,16R,113,NEWB8607,,,60.0,66240
20190807,CGZ7121,ZUWX,ZBTJ,57600,66300,59280,66420,E190,28.72,COLORFUL,16R,110,B3225,,,,66300
220190807,NEWCGZ7121,Default,ZBTJ,57660,66360,59340,66480,E190,28.72,COLORFUL,16R,116,NEWB3225,,,60.0,66360
20190807,CQH8990,ZSYA,ZBTJ,60300,66900,61560,66660,A320,34.1,ShanghaiSpringAirlines,16R,115,B6310,,,,66540
20190807,CSN6654,ZGNN,ZBTJ,54900,66600,55740,66840,A320,34.1,ChinaSouthernAirlines,16R,221,B6583,,,,66720
20190807,GCR7991,ZBTJ,RKPC,67200,74400,67440,74100,A320,34.1,TianjinAirlines,16R,211,B1052,,,,66720
20190807,GCR7826,ZYTL,ZBTJ,63600,67800,64140,66900,E190,28.72,TianjinAirlines,16R,213,B3100,,,,66780
20190807,CBG8964,ZHLY,ZBTJ,59400,64800,62280,66960,E190,28.72,SPRAY,16R,114,B3166,,,,66840
20190807,CQH8509,ZSYN,ZBTJ,59100,65700,60000,67200,A320,34.1,ShanghaiSpringAirlines,16R,111,B6667,,,,67080
20190807,GCR7870,ZSDY,ZBTJ,65100,68100,65460,67200,E190,28.72,TianjinAirlines,16R,211,B3247,,,,67080
220190807,NEWCQH8509,Default,ZBTJ,59160,65760,60060,67260,A320,34.1,ShanghaiSpringAirlines,16R,112,NEWB6667,,,60.0,67140
220190807,NEWCXA8028,ZBTJ,Default,68100,78000,72060,80520,B738,35.8,XiamenAirlines,16R,226,NEWB7826,,,0.0,67620
20190807,CCA8139,ZBTJ,ZUUU,68100,79200,71820,81180,B738,35.8,AirChina,16R,109,B5621,,,,67620
20190807,CXA8028,ZBTJ,ZUCK,68100,78000,72060,80520,B738,35.8,XiamenAirlines,16R,225,B7826,,,,67620
20190807,GCR7930,ZLXY,ZBTJ,62100,68700,62760,67980,E190,28.72,TianjinAirlines,16R,213,B6903,,,,67860
220190807,NEWCES2370,ZBTJ,Default,68400,76200,68640,74940,A20N,35.8,ChinaEasternAirlines,16R,219,NEWB1211,,,0.0,67920
20190807,CES2370,ZBTJ,ZSPD,68400,76200,68640,74940,A20N,35.8,ChinaEasternAirlines,16R,218,B1211,,,,67920
20190807,CCA152,ZYTL,ZBTJ,65100,69600,65340,68100,B738,35.8,AirChina,16R,201,B5447,,,,67980
220190807,NEWCCA152,Default,ZBTJ,65160,69660,65400,68160,B738,35.8,AirChina,16R,202,NEWB5447,,,60.0,68040
220190807,NEWCCA8355,ZBTJ,Default,68700,77400,70080,76980,B738,35.8,AirChina,16R,109,NEWB8493,,,0.0,68220
20190807,CSN3167,ZBTJ,ZHHH,68700,75600,72780,78780,B738,35.8,ChinaSouthernAirlines,16R,218,B1411,,,,68220
20190807,CCA8355,ZBTJ,ZSWZ,68700,77400,70080,76980,B738,35.8,AirChina,16R,117,B8493,,,,68220
20190807,RLH5305,ZLLL,ZBTJ,60600,67800,61620,68520,B737,35.8,SENDI,16R,112,B5812,,,,68400
20190807,CBG8854,ZBTJ,ZGCD,69000,77700,72600,79980,E190,28.72,SPRAY,16R,116,B3166,,,,68520
20190807,FZA6742,ZBTJ,ZBOW,69000,75300,73740,78480,B738,35.8,STRAITAIR,16R,208,B1350,,,,68520
20190807,CCA736,RJBB,ZBTJ,57300,68400,60540,68820,B738,35.8,AirChina,16R,203,B7896,,,,68700
20190807,CSZ9123,ZGSZ,ZBTJ,56100,67200,59280,68880,A320,34.1,ShenzhenAirlines,16R,118,B8665,,,,68760
220190807,NEWHXA4323,ZBTJ,Default,69300,76500,70200,76380,A320,34.1,Chinaexpressair,16R,601,NEWB3382,,,0.0,68820
20190807,HXA4323,ZBTJ,ZYQQ,69300,76500,70200,76380,A320,34.1,Chinaexpressair,16R,602,B3382,,,,68820
20190807,GCR7578,ZYCC,ZBTJ,61200,68400,64200,69000,A320,34.1,TianjinAirlines,16R,209,B302X,,,,68880
220190807,NEWGCR7578,Default,ZBTJ,61260,68460,64260,69060,A320,34.1,TianjinAirlines,16R,211,NEWB302X,,,60.0,68940
20190807,CDG4694,ZGSD,ZBTJ,56100,66900,59220,69180,B738,35.8,shandongAirlines,16R,202,B7085,,,,69060
20190807,GCR7891,ZBTJ,ZSAM,69600,79200,76680,85200,A20N,35.8,TianjinAirlines,16R,207,B302C,,,,69120
220190807,NEWCDG4694,Default,ZBTJ,56160,66960,59280,69240,B738,35.8,shandongAirlines,16R,201,NEWB7085,,,60.0,69120
220190807,NEWGCR7891,ZBTJ,Default,69600,79200,76680,85200,A20N,35.8,TianjinAirlines,16R,205,NEWB302C,,,0.0,69120
20190807,FZA6741,ZBOW,ZBTJ,59700,65400,64980,69480,B738,35.8,STRAITAIR,16R,213,B1350,,,,69360
20190807,UEA2776,ZBTJ,ZUUU,69900,78300,72240,81540,A320,34.1,ChengduAirlines,16R,115,B8607,,,,69420
20190807,CCA1677,ZBTJ,ZYHB,69900,76800,70740,76800,B738,35.8,AirChina,16R,108,B1526,,,,69420
20190807,CGZ7122,ZBTJ,ZUWX,69900,78900,73260,81360,E190,28.72,COLORFUL,16R,114,B3225,,,,69420
220190807,NEWUEA2776,ZBTJ,Default,69900,78300,72240,81540,A320,34.1,ChengduAirlines,16R,110,NEWB8607,,,0.0,69420
